NR_KONTA,SEGMENT,OBSZAR,REJON,CZAS_ZYCIA_KLIENTA,WARTOSC_FV
42217410,Os. Prywatna,Poludniowy,Kraków,0,197.52
42217410,Os. Prywatna,Poludniowy,Kraków,427,194.46
42217410,Os. Prywatna,Poludniowy,Kraków,699,113.7
42217410,Os. Prywatna,Poludniowy,Kraków,1031,229.26
20101696,Os. Prywatna,Poludniowy,Kraków,1739,216.34
20101696,Os. Prywatna,Poludniowy,Kraków,1797,224.82
20101696,Os. Prywatna,Poludniowy,Kraków,1922,221.92
20101696,Os. Prywatna,Poludniowy,Kraków,2162,158.6
20101696,Os. Prywatna,Poludniowy,Kraków,2986,114.26
10323162,Os. Prywatna,Centralno-Wschodni,Lublin,1265,115.72
10323162,Os. Prywatna,Centralno-Wschodni,Lublin,1418,101.6
10323162,Os. Prywatna,Centralno-Wschodni,Lublin,2209,86.16
10323162,Os. Prywatna,Centralno-Wschodni,Lublin,2272,106.84
10323162,Os. Prywatna,Centralno-Wschodni,Lublin,3427,53.68
42449297,Os. Prywatna,Poludniowy,Katowice Wschód,0,166
42449297,Os. Prywatna,Poludniowy,Katowice Wschód,333,178
42449297,Os. Prywatna,Poludniowy,Katowice Wschód,699,198
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,1734,145.44
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2148,119.58
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2365,154.7
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2393,113.58
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2426,92.28
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2513,117.76
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2546,153.96
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2666,91.24
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2730,108.48
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,2939,110.54
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,3064,96.86
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,3184,92.16
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,3246,96.48
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,3275,102.84
26134344,Os. Prywatna,Pólnocny,Bydgoszcz,3520,79.5
43165926,SOHO,Zachodni,Pila,90,305.88
20018922,Os. Prywatna,Zachodni,Pila,1187,328.82
20018922,Os. Prywatna,Zachodni,Pila,1278,187.98
20018922,Os. Prywatna,Zachodni,Pila,1311,141.94
20018922,Os. Prywatna,Zachodni,Pila,1431,252.02
20018922,Os. Prywatna,Zachodni,Pila,1584,188.78
20018922,Os. Prywatna,Zachodni,Pila,1613,160.68
20018922,Os. Prywatna,Zachodni,Pila,1675,260.38
20018922,Os. Prywatna,Zachodni,Pila,1799,116.02
20018922,Os. Prywatna,Zachodni,Pila,1829,129
20018922,Os. Prywatna,Zachodni,Pila,1857,90.48
20018922,Os. Prywatna,Zachodni,Pila,1919,106.66
20018922,Os. Prywatna,Zachodni,Pila,1948,124.8
20018922,Os. Prywatna,Zachodni,Pila,2376,169.9
20018922,Os. Prywatna,Zachodni,Pila,2648,96.4
20018922,Os. Prywatna,Zachodni,Pila,2711,122.7
20018922,Os. Prywatna,Zachodni,Pila,3075,69.2
20018922,Os. Prywatna,Zachodni,Pila,3200,62.84
42407506,SOHO,Poludniowy,Katowice Zachód,487,604.56
42407506,SOHO,Poludniowy,Katowice Zachód,852,279.26
20359768,Os. Prywatna,Pólnocny,Gdansk,700,191.42
20359768,Os. Prywatna,Pólnocny,Gdansk,735,132.12
20359768,Os. Prywatna,Pólnocny,Gdansk,944,156.28
20359768,Os. Prywatna,Pólnocny,Gdansk,1463,175.04
20359768,Os. Prywatna,Pólnocny,Gdansk,1889,109.06
20359768,Os. Prywatna,Pólnocny,Gdansk,2133,115.46
20359768,Os. Prywatna,Pólnocny,Gdansk,2162,114.2
20359768,Os. Prywatna,Pólnocny,Gdansk,2679,122.24
43155138,Os. Prywatna,Pólnocny,Gdansk,29,555.2
43155138,Os. Prywatna,Pólnocny,Gdansk,61,348.82
43235479,Os. Prywatna,Poludniowy,Katowice Zachód,0,395.98
43235479,Os. Prywatna,Poludniowy,Katowice Zachód,29,118.02
10041907,Os. Prywatna,Poludniowy,Katowice Wschód,1299,196.26
10041907,Os. Prywatna,Poludniowy,Katowice Wschód,3495,198.26
24456407,Os. Prywatna,Pólnocny,Bydgoszcz,2736,86.98
24456407,Os. Prywatna,Pólnocny,Bydgoszcz,2823,102.56
24456407,Os. Prywatna,Pólnocny,Bydgoszcz,2976,91.02
42698594,Os. Prywatna,Zachodni,Kalisz,92,200
42698594,Os. Prywatna,Zachodni,Kalisz,517,210.62
42768454,Os. Prywatna,Poludniowy,Katowice Wschód,425,193.84
10330392,Os. Prywatna,Centralno-Wschodni,Lublin,1937,207.84
42955922,Os. Prywatna,Centralno-Wschodni,Lublin,301,202.98
20455964,Os. Prywatna,Centralno-Wschodni,Lublin,2411,268.6
20455964,Os. Prywatna,Centralno-Wschodni,Lublin,2439,297.22
43112917,Os. Prywatna,Zachodni,Pila,93,111.88
43112917,Os. Prywatna,Zachodni,Pila,122,85.4
42824849,Os. Prywatna,Zachodni,Poznan,334,98
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,1251,174.58
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,1401,206.42
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,1707,170.84
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,1952,159.22
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2042,180.44
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2071,195
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2196,164.52
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2345,149.64
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2407,158.4
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2498,94.16
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2561,60
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2590,68.5
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2682,112.22
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2771,63.8
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2834,65.1
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2955,64.66
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,2987,60
10501365,Os. Prywatna,Poludniowy,Katowice Wschód,3107,64.76
42476657,Os. Prywatna,Centralno-Wschodni,Warszawa,551,88.6
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,1758,94.5
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,1792,102.18
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,1882,101.08
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,2976,107.54
10002394,Os. Prywatna,Centralno-Wschodni,Warszawa,3009,89.3
42579212,SOHO,Pólnocny,Gdansk,580,472.34
42579212,SOHO,Pólnocny,Gdansk,609,366.68
10161567,Os. Prywatna,Pólnocny,Torun,2228,184.2
10161567,Os. Prywatna,Pólnocny,Torun,2956,213.6
10009073,Os. Prywatna,Centralno-Wschodni,Warszawa,1455,216.78
10009073,Os. Prywatna,Centralno-Wschodni,Warszawa,1484,208.72
10009073,Os. Prywatna,Centralno-Wschodni,Warszawa,1729,195.08
10009073,Os. Prywatna,Centralno-Wschodni,Warszawa,2402,77.32
42414856,Business4,Zachodni,Poznan,761,11609.54
42530190,Os. Prywatna,Poludniowy,Katowice Zachód,376,88.6
42530190,Os. Prywatna,Poludniowy,Katowice Zachód,496,88.6
10409855,Os. Prywatna,Zachodni,Kalisz,1321,84.26
10409855,Os. Prywatna,Zachodni,Kalisz,1962,74.76
42758946,Os. Prywatna,Zachodni,Poznan,181,138
42467981,Os. Prywatna,Centralno-Wschodni,Warszawa,456,110
42467981,Os. Prywatna,Centralno-Wschodni,Warszawa,518,110
42467981,Os. Prywatna,Centralno-Wschodni,Warszawa,609,110
42385439,Os. Prywatna,Poludniowy,Katowice Zachód,302,174.2
43050353,Os. Prywatna,Pólnocny,Torun,0,140.38
43009739,Os. Prywatna,Poludniowy,Katowice Zachód,0,153.26
43009739,Os. Prywatna,Poludniowy,Katowice Zachód,62,118
43009739,Os. Prywatna,Poludniowy,Katowice Zachód,153,118
43009739,Os. Prywatna,Poludniowy,Katowice Zachód,182,118
43009739,Os. Prywatna,Poludniowy,Katowice Zachód,215,118
43009739,Os. Prywatna,Poludniowy,Katowice Zachód,273,118
10323241,Os. Prywatna,Centralno-Wschodni,Lublin,3427,157.78
42740476,Os. Prywatna,Poludniowy,Opole,31,38
42740476,Os. Prywatna,Poludniowy,Opole,185,118
42839422,Os. Prywatna,Pólnocny,Bydgoszcz,27,98.02
42839422,Os. Prywatna,Pólnocny,Bydgoszcz,392,98
42533033,SOHO,Zachodni,Pila,671,356.5
42124245,Business2,Poludniowy,Opole,670,3503.54
26145009,Os. Prywatna,Pólnocny,Bydgoszcz,2036,38.52
26145009,Os. Prywatna,Pólnocny,Bydgoszcz,2343,38.52
26145009,Os. Prywatna,Pólnocny,Bydgoszcz,2371,38.52
26145009,Os. Prywatna,Pólnocny,Bydgoszcz,2798,38.52
26145009,Os. Prywatna,Pólnocny,Bydgoszcz,2861,38.52
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,1279,148.76
20172496,Os. Prywatna,Centralno-Wschodni,Lublin,1525,147.88
42840018,Os. Prywatna,Zachodni,Kalisz,90,127.78
42763925,Os. Prywatna,Zachodni,Poznan,28,44.02
42763925,Os. Prywatna,Zachodni,Poznan,362,200
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,2118,116.82
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,2728,73.42
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,2755,135.5
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,3244,81.1
10326050,Os. Prywatna,Centralno-Wschodni,Lublin,3336,74.78
10327406,Os. Prywatna,Centralno-Wschodni,Lublin,2453,207.98
10327406,Os. Prywatna,Centralno-Wschodni,Lublin,3182,242.52
10327406,Os. Prywatna,Centralno-Wschodni,Lublin,3427,156.86
10093350,Os. Prywatna,Poludniowy,Opole,1417,163.02
10093350,Os. Prywatna,Poludniowy,Opole,1571,147.86
10093350,Os. Prywatna,Poludniowy,Opole,1844,148.02
10093350,Os. Prywatna,Poludniowy,Opole,1877,148.3
10093350,Os. Prywatna,Poludniowy,Opole,1906,149.92
10093350,Os. Prywatna,Poludniowy,Opole,2118,144.58
10093350,Os. Prywatna,Poludniowy,Opole,2213,346.4
10093350,Os. Prywatna,Poludniowy,Opole,2242,275.26
10093350,Os. Prywatna,Poludniowy,Opole,2304,264.5
10093350,Os. Prywatna,Poludniowy,Opole,2333,263.04
10093350,Os. Prywatna,Poludniowy,Opole,2396,285.22
10093350,Os. Prywatna,Poludniowy,Opole,2424,268.52
10093350,Os. Prywatna,Poludniowy,Opole,2453,267.86
10093350,Os. Prywatna,Poludniowy,Opole,2515,261.94
10093350,Os. Prywatna,Poludniowy,Opole,2544,272.62
10093350,Os. Prywatna,Poludniowy,Opole,2577,241.8
10093350,Os. Prywatna,Poludniowy,Opole,2606,279.86
10093350,Os. Prywatna,Poludniowy,Opole,2669,323.06
10093350,Os. Prywatna,Poludniowy,Opole,2697,275.98
10093350,Os. Prywatna,Poludniowy,Opole,2818,255.72
10093350,Os. Prywatna,Poludniowy,Opole,2850,239.54
10093350,Os. Prywatna,Poludniowy,Opole,2879,165.14
10093350,Os. Prywatna,Poludniowy,Opole,2909,171.36
10093350,Os. Prywatna,Poludniowy,Opole,2971,298.88
10093350,Os. Prywatna,Poludniowy,Opole,3033,253.86
10093350,Os. Prywatna,Poludniowy,Opole,3062,231.46
10093350,Os. Prywatna,Poludniowy,Opole,3095,238.64
10093350,Os. Prywatna,Poludniowy,Opole,3124,235.48
10093350,Os. Prywatna,Poludniowy,Opole,3153,229.26
10093350,Os. Prywatna,Poludniowy,Opole,3306,235.42
10093350,Os. Prywatna,Poludniowy,Opole,3369,244.64
10093350,Os. Prywatna,Poludniowy,Opole,3460,217.12
42282978,SOHO,Centralno-Wschodni,Warszawa,426,548.82
42560603,Os. Prywatna,Poludniowy,Katowice Wschód,609,176.64
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,1331,81.5
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,1481,57.86
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,1696,75.86
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,1878,53.68
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,1941,66.56
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2060,78.64
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2151,74.54
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2276,121.24
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2335,90.8
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2425,117.14
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2487,55.08
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2641,137.2
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2790,153.96
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2823,83.04
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,2914,66.42
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,3067,89.48
10078936,Os. Prywatna,Poludniowy,Katowice Wschód,3462,104.78
20032575,Os. Prywatna,Poludniowy,Opole,1140,165.36
20032575,Os. Prywatna,Poludniowy,Opole,1168,178.26
42544793,SOHO,Pólnocny,Gdansk,0,346.18
20330626,Os. Prywatna,Pólnocny,Gdansk,1830,208.36
20330626,Os. Prywatna,Pólnocny,Gdansk,2376,243.7
20330626,Os. Prywatna,Pólnocny,Gdansk,2740,271.76
10032564,Os. Prywatna,Poludniowy,Opole,1969,175.6
10032564,Os. Prywatna,Poludniowy,Opole,1998,154.16
10032564,Os. Prywatna,Poludniowy,Opole,2088,114.78
10032564,Os. Prywatna,Poludniowy,Opole,2179,148.08
10032564,Os. Prywatna,Poludniowy,Opole,2453,143.18
10032564,Os. Prywatna,Poludniowy,Opole,2544,131.24
10032564,Os. Prywatna,Poludniowy,Opole,2577,158.7
10032564,Os. Prywatna,Poludniowy,Opole,2606,136.28
10032564,Os. Prywatna,Poludniowy,Opole,2942,230.5
10032564,Os. Prywatna,Poludniowy,Opole,3245,119.46
10154501,SOHO,Pólnocny,Torun,1402,243.74
10154501,SOHO,Pólnocny,Torun,1926,118.3
10154501,SOHO,Pólnocny,Torun,2165,150.18
10154501,SOHO,Pólnocny,Torun,2683,133.88
10154501,SOHO,Pólnocny,Torun,2713,115.72
10154501,SOHO,Pólnocny,Torun,2774,151.16
10154501,SOHO,Pólnocny,Torun,2894,97.9
10154501,SOHO,Pólnocny,Torun,3201,112.42
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,1311,117.12
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,1584,125.02
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,1646,133.6
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,1919,117.12
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,3075,40
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,3138,61.74
20041883,Os. Prywatna,Centralno-Wschodni,Lublin,3320,106.82
42401712,Os. Prywatna,Poludniowy,Katowice Wschód,243,139.4
42401712,Os. Prywatna,Poludniowy,Katowice Wschód,547,137.98
10068172,Os. Prywatna,Poludniowy,Katowice Zachód,2335,130.52
10068172,Os. Prywatna,Poludniowy,Katowice Zachód,3067,293.92
20411754,Os. Prywatna,Zachodni,Poznan,519,254.04
20411754,Os. Prywatna,Zachodni,Poznan,734,203.94
20411754,Os. Prywatna,Zachodni,Poznan,763,237.48
20411754,Os. Prywatna,Zachodni,Poznan,1008,258.32
20411754,Os. Prywatna,Zachodni,Poznan,1040,246.54
20411754,Os. Prywatna,Zachodni,Poznan,1828,354.14
20411754,Os. Prywatna,Zachodni,Poznan,2073,277.58
20411754,Os. Prywatna,Zachodni,Poznan,2255,404.6
20411754,Os. Prywatna,Zachodni,Poznan,2346,321.5
20411754,Os. Prywatna,Zachodni,Poznan,2408,367.54
10087869,Os. Prywatna,Poludniowy,Katowice Zachód,1514,109.78
10087869,Os. Prywatna,Poludniowy,Katowice Zachód,2060,462.72
10087869,Os. Prywatna,Poludniowy,Katowice Zachód,2517,316.2
10087869,Os. Prywatna,Poludniowy,Katowice Zachód,2549,325.22
10087869,Os. Prywatna,Poludniowy,Katowice Zachód,3005,212.64
10087869,Os. Prywatna,Poludniowy,Katowice Zachód,3096,212.64
27418035,Os. Prywatna,Centralno-Wschodni,Warszawa,304,350.54
42872144,SOHO,Zachodni,Poznan,0,101.24
42872144,SOHO,Zachodni,Poznan,274,310.9
42872144,SOHO,Zachodni,Poznan,392,311
10033079,Os. Prywatna,Poludniowy,Opole,1906,435.02
10033079,Os. Prywatna,Poludniowy,Opole,2333,184.3
10033079,Os. Prywatna,Poludniowy,Opole,2453,180.14
10033079,Os. Prywatna,Poludniowy,Opole,2577,197
10033079,Os. Prywatna,Poludniowy,Opole,2697,177.32
10033079,Os. Prywatna,Poludniowy,Opole,2850,229.9
10033079,Os. Prywatna,Poludniowy,Opole,3398,177.32
43112162,Os. Prywatna,Zachodni,Kalisz,91,117.78
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1096,180.54
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1433,178.82
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1677,136.52
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1706,167.96
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1769,133.08
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,1918,138.72
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,2071,116.9
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,2344,100.44
20047160,Os. Prywatna,Poludniowy,Katowice Zachód,2709,140.48
42435866,Os. Prywatna,Poludniowy,Katowice Wschód,395,67.24
42435866,Os. Prywatna,Poludniowy,Katowice Wschód,761,122
10036056,Os. Prywatna,Poludniowy,Katowice Wschód,3495,78.86
20448545,Os. Prywatna,Poludniowy,Katowice Wschód,824,82.3
20448545,Os. Prywatna,Poludniowy,Katowice Wschód,1710,50.54
20448545,Os. Prywatna,Poludniowy,Katowice Wschód,2042,49.14
42787508,Os. Prywatna,Poludniowy,Katowice Wschód,181,118
10339682,Os. Prywatna,Centralno-Wschodni,Lublin,1539,81.34
10339682,Os. Prywatna,Centralno-Wschodni,Lublin,2636,128.78
10339682,Os. Prywatna,Centralno-Wschodni,Lublin,2728,77.04
10339682,Os. Prywatna,Centralno-Wschodni,Lublin,3121,60.92
42839507,Os. Prywatna,Centralno-Wschodni,Warszawa,302,218.68
10408465,Os. Prywatna,Zachodni,Kalisz,1200,83.7
10408465,Os. Prywatna,Zachodni,Kalisz,2145,56.46
10408465,Os. Prywatna,Zachodni,Kalisz,2175,68.54
10408465,Os. Prywatna,Zachodni,Kalisz,2208,55.08
10408465,Os. Prywatna,Zachodni,Kalisz,2327,68.54
10408465,Os. Prywatna,Zachodni,Kalisz,2481,57.34
10408465,Os. Prywatna,Zachodni,Kalisz,2572,78.72
10408465,Os. Prywatna,Zachodni,Kalisz,2601,77.1
10408465,Os. Prywatna,Zachodni,Kalisz,2936,82.88
10408465,Os. Prywatna,Zachodni,Kalisz,3243,56.46
10408465,Os. Prywatna,Zachodni,Kalisz,3302,53.68
10408465,Os. Prywatna,Zachodni,Kalisz,3334,56.46
10407281,Os. Prywatna,Zachodni,Kalisz,1843,66.2
10407281,Os. Prywatna,Zachodni,Kalisz,1905,62.1
10407281,Os. Prywatna,Zachodni,Kalisz,2175,75.9
42504161,Os. Prywatna,Poludniowy,Katowice Zachód,4,138.3
42504161,Os. Prywatna,Poludniowy,Katowice Zachód,221,88.6
42053145,Os. Prywatna,Zachodni,Kalisz,182,96.38
42053145,Os. Prywatna,Zachodni,Kalisz,1155,94.76
43228377,Os. Prywatna,Poludniowy,Kraków,61,118.02
20102655,Os. Prywatna,Pólnocny,Gdansk,2134,270.92
42544146,Os. Prywatna,Poludniowy,Katowice Wschód,427,163.38
42544146,Os. Prywatna,Poludniowy,Katowice Wschód,457,177.26
42906631,Os. Prywatna,Centralno-Wschodni,Warszawa,334,118
42162818,Business1,Centralno-Wschodni,Warszawa,641,5964.46
42162818,Business1,Centralno-Wschodni,Warszawa,1371,4455.34
42491805,Os. Prywatna,Poludniowy,Opole,496,446.1
20115845,Os. Prywatna,Pólnocny,Gdansk,1587,197
20115845,Os. Prywatna,Pólnocny,Gdansk,1796,267.8
20115845,Os. Prywatna,Pólnocny,Gdansk,1830,211.8
20115845,Os. Prywatna,Pólnocny,Gdansk,1921,258.24
20115845,Os. Prywatna,Pólnocny,Gdansk,2496,233.84
20115845,Os. Prywatna,Pólnocny,Gdansk,2559,260.96
20115845,Os. Prywatna,Pólnocny,Gdansk,2862,276.84
20115845,Os. Prywatna,Pólnocny,Gdansk,3048,273.1
10094333,Os. Prywatna,Poludniowy,Katowice Zachód,1605,84.18
10094333,Os. Prywatna,Poludniowy,Katowice Zachód,2368,80.52
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,1309,166.16
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,1554,318.64
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,1799,173.56
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,1857,194.34
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,1918,183.36
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,1980,277.42
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,2499,184.1
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,2528,243.4
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,2709,275.6
20031431,Os. Prywatna,Centralno-Wschodni,Lublin,3108,98.08
24511489,SOHO,Pólnocny,Bydgoszcz,3631,980.2
26144869,Os. Prywatna,Pólnocny,Bydgoszcz,2124,38.52
26144869,Os. Prywatna,Pólnocny,Bydgoszcz,2306,38.52
26144869,Os. Prywatna,Pólnocny,Bydgoszcz,2489,38.52
42335254,Os. Prywatna,Poludniowy,Katowice Wschód,30,86.48
42335254,Os. Prywatna,Poludniowy,Katowice Wschód,62,77.32
42335254,Os. Prywatna,Poludniowy,Katowice Wschód,92,142.22
42335254,Os. Prywatna,Poludniowy,Katowice Wschód,119,90.38
42335254,Os. Prywatna,Poludniowy,Katowice Wschód,545,175.9
42335254,Os. Prywatna,Poludniowy,Katowice Wschód,580,207
42335254,Os. Prywatna,Poludniowy,Katowice Wschód,881,107.22
20006896,Os. Prywatna,Pólnocny,Gdansk,1310,101.56
20006896,Os. Prywatna,Pólnocny,Gdansk,2394,262.48
10076069,Os. Prywatna,Poludniowy,Katowice Zachód,2641,136.52
10076069,Os. Prywatna,Poludniowy,Katowice Zachód,2762,107.98
10076069,Os. Prywatna,Poludniowy,Katowice Zachód,3462,99.82
42563481,Os. Prywatna,Poludniowy,Katowice Wschód,153,178
42818556,Os. Prywatna,Pólnocny,Bydgoszcz,0,92.26
42809636,Os. Prywatna,,,0,82
42809636,Os. Prywatna,,,27,84.44
42809636,Os. Prywatna,,,182,82
42809636,Os. Prywatna,,,392,95.2
42782765,Os. Prywatna,Poludniowy,Kraków,181,127.78
42782765,Os. Prywatna,Poludniowy,Kraków,214,127.78
42387127,Business4,Centralno-Wschodni,Warszawa,28,21542.84
42387127,Business4,Centralno-Wschodni,Warszawa,273,5578.86
42387127,Business4,Centralno-Wschodni,Warszawa,455,6210.56
42291565,SOHO,Pólnocny,Torun,0,625.98
10044852,Os. Prywatna,Poludniowy,Katowice Wschód,1605,124.76
10044852,Os. Prywatna,Poludniowy,Katowice Wschód,1634,158.72
10044852,Os. Prywatna,Poludniowy,Katowice Wschód,2914,148.7
42998599,Os. Prywatna,Poludniowy,Katowice Zachód,29,88.06
42998599,Os. Prywatna,Poludniowy,Katowice Zachód,215,193.4
42925259,Os. Prywatna,Poludniowy,Opole,60,306.7
42927575,Os. Prywatna,Pólnocny,Bydgoszcz,61,68.56
42927575,Os. Prywatna,Pólnocny,Bydgoszcz,153,76
42927575,Os. Prywatna,Pólnocny,Bydgoszcz,276,76
42752007,Os. Prywatna,Poludniowy,Kraków,0,101.26
42752007,Os. Prywatna,Poludniowy,Kraków,335,206.22
24030225,Business1,Pólnocny,Bydgoszcz,3344,1210.86
24030225,Business1,Pólnocny,Bydgoszcz,3737,1405.86
42084152,SOHO,Poludniowy,Opole,1430,367.7
42185098,SOHO,Poludniowy,Katowice Zachód,363,344.04
42185098,SOHO,Poludniowy,Katowice Zachód,484,313.64
42185098,SOHO,Poludniowy,Katowice Zachód,790,335.74
42185098,SOHO,Poludniowy,Katowice Zachód,819,314.32
42185098,SOHO,Poludniowy,Katowice Zachód,946,347.68
42185098,SOHO,Poludniowy,Katowice Zachód,973,302.26
42185098,SOHO,Poludniowy,Katowice Zachód,1092,315.68
42185098,SOHO,Poludniowy,Katowice Zachód,1155,276.08
42835854,SOHO,Poludniowy,Kraków,29,652.5
42835854,SOHO,Poludniowy,Kraków,211,867.08
42835854,SOHO,Poludniowy,Kraków,272,852.02
42835854,SOHO,Poludniowy,Kraków,392,812.16
20449688,Os. Prywatna,Poludniowy,Kraków,2042,137.08
42885644,Os. Prywatna,Poludniowy,Opole,0,41.16
42885644,Os. Prywatna,Poludniowy,Opole,154,98
42345599,Os. Prywatna,Zachodni,Pila,0,97.12
43124653,Os. Prywatna,Zachodni,Kalisz,32,311.1
42968719,Os. Prywatna,Poludniowy,Kraków,62,89.48
42968719,Os. Prywatna,Poludniowy,Kraków,182,86.98
42885195,SOHO,Zachodni,Pila,183,132.64
26133340,Os. Prywatna,Pólnocny,Bydgoszcz,1638,374.84
26133340,Os. Prywatna,Pólnocny,Bydgoszcz,2330,362.28
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,1446,90.28
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,1663,83.92
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,1964,89.48
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,2755,57.48
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,3336,71.24
10323209,Os. Prywatna,Centralno-Wschodni,Lublin,3427,66.86
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,1299,102.44
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,1878,121.1
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,2641,150.24
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,3035,147.74
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,3187,141.82
10043815,Os. Prywatna,Poludniowy,Katowice Wschód,3432,131.5
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,1542,208.54
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,1668,234.82
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,1696,154.52
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,1787,149.76
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,2060,301.54
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,2790,256.4
10045340,Os. Prywatna,Poludniowy,Katowice Wschód,3278,228.04
42761344,Os. Prywatna,Poludniowy,Katowice Zachód,0,139.66
43015520,Os. Prywatna,Zachodni,Poznan,0,203.88
20386886,SOHO,Centralno-Wschodni,Lublin,1128,267.92
20386886,SOHO,Centralno-Wschodni,Lublin,1463,302.34
