Rating klienta,Stan konta,Okres,Historia,Cel,Kwota,Suma aktywów,Zatrudnienie,Rata,Stan,Płeć,Zamieszkanie,Zabezpieczenie,Wiek,Inne kredyty,Mieszkanie,Liczba kredytów,Stanowisko,Próba
zły,brak,18,spłacone,używany samochód,2973.6,brak,1 do 5 lat,< 15,K,k,>8 lat,brak,22,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,36,brak,meble,5033,brak,Ponad 8,< 15,MS,m,1-5 lat,polisa,26,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,6,brak,inny,926.8,brak,do roku,15- 25,MS,m,>8 lat,brak,39,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,18,spłacone,meble,1537.2,brak,bezrobotny,< 15,K,k,>8 lat,polisa,63,brak,wynajem,2- 4,niewykfalifikowany bez stałej pracy,Uczenie
dobry,brak,12,spłacone,inny,2969.4,brak,1 do 5 lat,< 15,MS,m,1-5 lat,samochód,28,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,12,brak,nowy samochód,3423,>1400,do roku,25-35,MŻW,m,>8 lat,polisa,24,brak,inne,jeden,wykfalifikowany,Test
zły,debet,36,brak,remont,17656.8,<140,1 do 5 lat,> 35,MS,m,>8 lat,nieruchomość,45,brak,własne,jeden,wykfalifikowany,Test
dobry,>$300,36,spłacone,rehabilitacja,8825.6,>1400,Ponad 8,< 15,MS,m,>8 lat,brak,34,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,30,brak,używany samochód,5070.8,700-1400,Ponad 8,< 15,K,k,>8 lat,samochód,55,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,debet,30,inny bank,używany samochód,4894.4,700-1400,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,32,sklep,wynajem,jeden,wykfalifikowany,Test
zły,debet,36,opóźnienia,meble,5325.6,brak,1 do 5 lat,< 15,K,k,Do roku,polisa,40,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,meble,1366.4,>1400,Ponad 8,< 15,MS,m,>8 lat,polisa,33,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,brak,36,brak,używany samochód,5068,brak,1 do 5 lat,> 35,MS,m,1-5 lat,samochód,35,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,60,brak,inny,9137.8,>1400,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,32,brak,własne,jeden,wykfalifikowany,Uczenie
zły,debet,60,inny bank,business,20694.8,<140,Ponad 8,15- 25,K,k,>8 lat,nieruchomość,58,inny bank,własne,2- 4,specjalista/samozatr.,Test
dobry,debet,18,bez problemów,rehabilitacja,3397.8,>1400,Ponad 8,< 15,MS,m,1-5 lat,samochód,40,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,22,brak,inny,1796.2,>1400,5 do 8 lat,< 15,K,k,>8 lat,samochód,23,brak,inne,jeden,wykfalifikowany,Test
dobry,brak,6,brak,RTV,480.2,brak,do roku,< 15,K,k,Do roku,brak,25,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,16,spłacone,inny,1645,brak,bezrobotny,25-35,MS,m,5-8 lat,polisa,66,brak,własne,5- 6,niewykfalifikowany bez stałej pracy,Uczenie
dobry,brak,27,spłacone,rehabilitacja,3418.8,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,41,sklep,wynajem,7 i więcej,specjalista/samozatr.,Test
dobry,debet,15,brak,AGD,1831.2,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,36,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
zły,debet,9,brak,używany samochód,1342.6,brak,1 do 5 lat,> 35,K,k,1-5 lat,polisa,27,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,48,opóźnienia,rehabilitacja,5381.6,<140,5 do 8 lat,< 15,MS,m,>8 lat,nieruchomość,32,brak,własne,jeden,niewykfalifikowany stała praca,Test
dobry,>$300,24,spłacone,meble,2591.4,brak,5 do 8 lat,< 15,MŻW,m,1-5 lat,polisa,31,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,27,brak,rehabilitacja,5481,brak,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,34,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,12,brak,wakacje,1262.8,brak,5 do 8 lat,< 15,MŻW,m,>8 lat,samochód,19,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,36,brak,nowy samochód,6560.4,brak,1 do 5 lat,25-35,MS,m,1-5 lat,nieruchomość,30,brak,własne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,15,brak,nowy samochód,6519.8,brak,1 do 5 lat,15- 25,MS,m,1-5 lat,polisa,28,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,27,opóźnienia,rehabilitacja,11645.2,brak,Ponad 8,25-35,K,k,>8 lat,nieruchomość,40,sklep,własne,2- 4,specjalista/samozatr.,Uczenie
dobry,>$300,27,spłacone,używany samochód,6336.4,700-1400,do roku,< 15,MS,m,1-5 lat,brak,30,sklep,wynajem,2- 4,niewykfalifikowany stała praca,Test
zły,brak,48,brak,inny,5503.4,brak,5 do 8 lat,< 15,MS,m,>8 lat,nieruchomość,44,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,debet,24,bez problemów,meble,2174.2,<140,5 do 8 lat,15- 25,K,k,1-5 lat,samochód,21,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,debet,9,brak,inny,4473,>1400,1 do 5 lat,> 35,K,k,1-5 lat,brak,31,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,<= $300,36,brak,meble,6262.2,brak,Ponad 8,< 15,MS,m,1-5 lat,polisa,29,brak,wynajem,jeden,wykfalifikowany,Test
zły,debet,9,inny bank,inny,2011.8,<140,5 do 8 lat,25-35,MS,m,5-8 lat,nieruchomość,27,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,30,spłacone,nowy samochód,8661.8,<140,5 do 8 lat,> 35,MŻW,m,>8 lat,polisa,22,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,brak,inny,2056.6,<140,Ponad 8,< 15,MŻW,m,>8 lat,brak,39,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,20,brak,nowy samochód,9055.2,>1400,bezrobotny,> 35,MR,m,>8 lat,brak,58,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,brak,6,spłacone,meble,473.2,140-700,Ponad 8,< 15,MS,m,>8 lat,polisa,50,brak,wynajem,2- 4,wykfalifikowany,Test
zły,debet,30,opóźnienia,rehabilitacja,5992,<140,1 do 5 lat,< 15,K,k,>8 lat,polisa,24,brak,inne,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,>$300,24,brak,używany samochód,3969,140-700,Ponad 8,15- 25,MS,m,>8 lat,samochód,51,brak,wynajem,jeden,wykfalifikowany,Test
dobry,brak,48,brak,remont,10466.4,brak,5 do 8 lat,< 15,MS,m,Do roku,nieruchomość,48,brak,własne,jeden,specjalista/samozatr.,Test
zły,brak,18,brak,meble,3640,brak,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,63,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,brak,18,inny bank,meble,2716,brak,do roku,15- 25,MS,m,>8 lat,nieruchomość,34,inny bank,własne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,6,spłacone,meble,2436,brak,Ponad 8,25-35,MŻW,m,1-5 lat,brak,28,brak,inne,2- 4,wykfalifikowany,Test
dobry,>$300,12,brak,meble,2748.2,brak,5 do 8 lat,< 15,MS,m,1-5 lat,polisa,29,brak,inne,2- 4,specjalista/samozatr.,Test
dobry,<= $300,12,spłacone,inny,2072,140-700,bezrobotny,25-35,MS,m,>8 lat,nieruchomość,64,inny bank,własne,5- 6,niewykfalifikowany bez stałej pracy,Uczenie
zły,>$300,24,brak,meble,5069.4,<140,Ponad 8,25-35,MS,m,>8 lat,polisa,29,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,36,brak,inny,4548.6,brak,5 do 8 lat,25-35,MS,m,>8 lat,nieruchomość,37,inny bank,własne,jeden,specjalista/samozatr.,Test
dobry,>$300,12,brak,meble,2902.2,<140,1 do 5 lat,< 15,K,k,1-5 lat,brak,26,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,18,spłacone,używany samochód,2543.8,brak,1 do 5 lat,< 15,K,k,1-5 lat,nieruchomość,26,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,18,brak,inny,3726.8,>1400,5 do 8 lat,< 15,MS,m,5-8 lat,samochód,30,brak,wynajem,jeden,wykfalifikowany,Test
dobry,<= $300,4,brak,inny,2091.6,>1400,do roku,> 35,MS,m,1-5 lat,brak,27,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,24,brak,nowy samochód,3936.8,>1400,Ponad 8,25-35,K,k,>8 lat,brak,24,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,używany samochód,2228.8,700-1400,5 do 8 lat,15- 25,K,k,1-5 lat,samochód,33,brak,wynajem,jeden,wykfalifikowany,Test
zły,brak,18,opóźnienia,używany samochód,4359.6,brak,do roku,> 35,K,k,>8 lat,samochód,24,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,6,brak,używany samochód,599.2,brak,Ponad 8,25-35,K,k,Do roku,samochód,47,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,60,bez problemów,meble,21914.2,brak,5 do 8 lat,25-35,MS,m,>8 lat,polisa,19,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,brak,meble,4529,140-700,Ponad 8,15- 25,MR,m,1-5 lat,polisa,34,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,42,spłacone,używany samochód,5657.4,140-700,1 do 5 lat,< 15,MS,m,>8 lat,brak,34,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,6,opóźnienia,meble,596.4,brak,Ponad 8,< 15,MŻW,m,>8 lat,polisa,37,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,24,brak,używany samochód,4194.4,>1400,1 do 5 lat,25-35,MŻW,m,>8 lat,polisa,18,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,15,brak,używany samochód,3791.2,brak,do roku,25-35,MS,m,5-8 lat,samochód,25,inny bank,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,debet,10,inny bank,meble,1467.2,brak,1 do 5 lat,< 15,MS,m,>8 lat,brak,21,sklep,wynajem,jeden,niewykfalifikowany stała praca,Test
zły,brak,24,inny bank,używany samochód,4972.8,brak,5 do 8 lat,15- 25,MS,m,>8 lat,polisa,25,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,bez problemów,rehabilitacja,4169.2,>1400,1 do 5 lat,< 15,MS,m,>8 lat,brak,30,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,24,spłacone,używany samochód,6630.4,brak,do roku,25-35,K,k,>8 lat,polisa,23,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,36,brak,używany samochód,3796.8,brak,Ponad 8,25-35,MS,m,1-5 lat,samochód,39,inny bank,wynajem,jeden,wykfalifikowany,Test
dobry,debet,36,brak,nowy samochód,9727.2,brak,1 do 5 lat,25-35,MS,m,1-5 lat,polisa,33,brak,inne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,15,spłacone,meble,1904,brak,1 do 5 lat,< 15,MS,m,1-5 lat,samochód,29,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,9,spłacone,używany samochód,3368.4,brak,bezrobotny,25-35,MS,m,5-8 lat,polisa,29,brak,wynajem,jeden,specjalista/samozatr.,Test
dobry,>$300,15,bez problemów,nowy samochód,5031.6,brak,do roku,> 35,K,k,1-5 lat,samochód,44,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
zły,debet,36,brak,meble,3739.4,<140,1 do 5 lat,< 15,K,k,>8 lat,nieruchomość,48,brak,własne,jeden,wykfalifikowany,Test
dobry,brak,11,spłacone,inny,5467,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,34,brak,inne,2- 4,wykfalifikowany,Uczenie
zły,brak,24,inny bank,inny,1670.2,brak,bezrobotny,> 35,K,k,>8 lat,nieruchomość,27,brak,inne,2- 4,niewykfalifikowany bez stałej pracy,Uczenie
dobry,>$300,9,brak,rehabilitacja,2028.6,brak,5 do 8 lat,15- 25,K,k,1-5 lat,polisa,25,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,18,brak,meble,2634.8,brak,1 do 5 lat,< 15,K,k,>8 lat,polisa,23,inny bank,inne,2- 4,wykfalifikowany,Uczenie
zły,>$300,9,brak,używany samochód,2772,brak,do roku,25-35,K,k,1-5 lat,polisa,18,brak,inne,2- 4,wykfalifikowany,Test
dobry,<= $300,6,bez problemów,meble,956.2,brak,do roku,25-35,K,k,Do roku,samochód,27,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,24,inny bank,używany samochód,3476.2,140-700,1 do 5 lat,< 15,MS,m,>8 lat,brak,20,sklep,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,18,brak,używany samochód,5110,brak,do roku,> 35,K,k,>8 lat,polisa,20,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,21,brak,inny,5268.2,>1400,5 do 8 lat,25-35,MS,m,1-5 lat,brak,22,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,<= $300,12,brak,inny,1862,brak,do roku,< 15,MS,m,Do roku,brak,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,>$300,36,bez problemów,rehabilitacja,11172,>1400,do roku,< 15,MS,m,>8 lat,polisa,25,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,remont,981.4,brak,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,30,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,>$300,24,bez problemów,inny,3553.2,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,45,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,debet,12,spłacone,inny,3312.4,140-700,5 do 8 lat,15- 25,MR,m,5-8 lat,polisa,34,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,24,spłacone,meble,4020.8,<140,Ponad 8,15- 25,MS,m,>8 lat,brak,34,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,12,brak,nowy samochód,4740.4,brak,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,33,brak,własne,jeden,wykfalifikowany,Uczenie
zły,debet,6,inny bank,inny,1303.4,<140,do roku,> 35,K,k,Do roku,samochód,30,sklep,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,20,bez problemów,business,3680.6,brak,1 do 5 lat,25-35,MS,m,5-8 lat,polisa,27,inny bank,wynajem,2- 4,wykfalifikowany,Test
zły,brak,18,brak,meble,4466,brak,1 do 5 lat,25-35,K,k,1-5 lat,brak,22,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,18,brak,remont,1734.6,>1400,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,59,brak,własne,jeden,wykfalifikowany,Uczenie
zły,brak,48,brak,rehabilitacja,6031.2,brak,do roku,15- 25,K,k,>8 lat,samochód,22,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,<= $300,42,spłacone,nowy samochód,6714.4,brak,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,54,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,9,brak,używany samochód,3221.4,<140,do roku,25-35,K,k,>8 lat,samochód,20,brak,inne,jeden,wykfalifikowany,Uczenie
zły,brak,60,brak,rehabilitacja,10215.8,brak,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,34,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,8,spłacone,inny,998.2,brak,Ponad 8,< 15,MS,m,>8 lat,brak,45,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,>$300,12,inny bank,wakacje,4825.8,140-700,1 do 5 lat,< 15,K,k,5-8 lat,brak,33,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,24,brak,meble,3337.6,brak,Ponad 8,< 15,MS,m,>8 lat,brak,62,inny bank,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,20,spłacone,używany samochód,5980.8,brak,Ponad 8,> 35,K,k,>8 lat,samochód,22,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,brak,12,brak,inny,5111.4,700-1400,1 do 5 lat,> 35,MS,m,5-8 lat,samochód,29,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,<= $300,18,brak,używany samochód,4268.6,brak,do roku,> 35,K,k,Do roku,samochód,43,sklep,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,18,spłacone,rehabilitacja,2641.8,>1400,1 do 5 lat,< 15,MŻW,m,>8 lat,brak,26,inny bank,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,15,spłacone,używany samochód,3903.2,brak,5 do 8 lat,25-35,K,k,5-8 lat,polisa,22,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,11,spłacone,meble,1615.6,<140,bezrobotny,< 15,K,k,>8 lat,brak,55,brak,wynajem,5- 6,niewykfalifikowany stała praca,Uczenie
dobry,debet,9,brak,remont,1678.6,brak,5 do 8 lat,< 15,K,k,>8 lat,samochód,65,brak,wynajem,2- 4,specjalista/samozatr.,Test
dobry,>$300,24,brak,meble,4802,140-700,Ponad 8,15- 25,MS,m,1-5 lat,polisa,29,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,meble,2317,brak,Ponad 8,25-35,MS,m,>8 lat,brak,61,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
zły,debet,18,bez problemów,używany samochód,6015.8,brak,Ponad 8,< 15,MR,m,5-8 lat,nieruchomość,38,brak,wynajem,jeden,specjalista/samozatr.,Test
dobry,debet,60,bez problemów,meble,10385.2,>1400,1 do 5 lat,> 35,MS,m,Do roku,brak,25,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,18,brak,meble,6431.6,brak,do roku,15- 25,MS,m,1-5 lat,polisa,30,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,10,spłacone,inny,1723.4,brak,Ponad 8,15- 25,MS,m,>8 lat,brak,30,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,brak,15,brak,inny,1964.2,brak,1 do 5 lat,25-35,K,k,>8 lat,polisa,26,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,6,spłacone,używany samochód,2620.8,brak,bezrobotny,< 15,MS,m,>8 lat,nieruchomość,34,brak,własne,5- 6,specjalista/samozatr.,Uczenie
zły,debet,6,brak,inny,20377,>1400,bezrobotny,> 35,MS,m,1-5 lat,samochód,21,brak,wynajem,jeden,niewykfalifikowany bez stałej pracy,Uczenie
zły,brak,12,inny bank,meble,3008.6,brak,1 do 5 lat,< 15,MR,m,Do roku,nieruchomość,27,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,28,inny bank,nowy samochód,10953.6,>1400,do roku,15- 25,MS,m,>8 lat,brak,38,inny bank,inne,2- 4,wykfalifikowany,Uczenie
zły,brak,24,brak,meble,2713.2,brak,do roku,< 15,MR,m,5-8 lat,samochód,30,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,12,brak,inny,1635.2,brak,1 do 5 lat,< 15,MŻW,m,5-8 lat,brak,25,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,48,brak,nowy samochód,14415.8,brak,5 do 8 lat,< 15,MS,m,>8 lat,nieruchomość,37,brak,własne,5- 6,wykfalifikowany,Uczenie
dobry,>$300,15,inny bank,meble,2196.6,<140,Ponad 8,< 15,MS,m,>8 lat,polisa,32,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,>$300,12,spłacone,inny,954.8,<140,5 do 8 lat,< 15,K,k,5-8 lat,polisa,49,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,12,opóźnienia,używany samochód,3862.6,brak,Ponad 8,25-35,MS,m,>8 lat,samochód,32,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,30,brak,inny,3010,brak,1 do 5 lat,< 15,K,k,1-5 lat,nieruchomość,22,inny bank,wynajem,jeden,wykfalifikowany,Test
dobry,debet,24,spłacone,rehabilitacja,3955,>1400,5 do 8 lat,< 15,MS,m,5-8 lat,nieruchomość,32,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,12,brak,meble,1072.4,140-700,1 do 5 lat,< 15,MS,m,5-8 lat,brak,64,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,12,spłacone,inny,3039.4,brak,1 do 5 lat,< 15,MS,m,>8 lat,samochód,36,inny bank,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,brak,18,brak,inny,6132,<140,1 do 5 lat,15- 25,MS,m,>8 lat,polisa,33,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,48,brak,RTV,4271.4,brak,1 do 5 lat,15- 25,MS,m,>8 lat,polisa,52,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,18,brak,używany samochód,2777.6,brak,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,45,inny bank,własne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,18,brak,rehabilitacja,2730,brak,5 do 8 lat,< 15,MS,m,Do roku,polisa,32,sklep,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,remont,2934.4,brak,5 do 8 lat,25-35,MS,m,5-8 lat,brak,47,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,24,brak,inny,4916.8,<140,5 do 8 lat,25-35,MS,m,5-8 lat,polisa,36,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,brak,12,brak,remont,1680,>1400,1 do 5 lat,< 15,K,k,>8 lat,samochód,21,inny bank,inne,jeden,wykfalifikowany,Uczenie
dobry,debet,36,inny bank,RTV,5586,>1400,do roku,15- 25,K,k,1-5 lat,nieruchomość,27,inny bank,wynajem,jeden,niewykfalifikowany bez stałej pracy,Uczenie
dobry,debet,36,spłacone,nowy samochód,8120,brak,1 do 5 lat,15- 25,MS,m,>8 lat,polisa,32,brak,wynajem,2- 4,wykfalifikowany,Test
zły,brak,48,brak,meble,9461.2,brak,1 do 5 lat,15- 25,K,k,1-5 lat,polisa,29,brak,wynajem,jeden,wykfalifikowany,Test
zły,debet,48,brak,inny,9184,<140,5 do 8 lat,15- 25,MS,m,1-5 lat,samochód,22,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,36,brak,meble,5369,>1400,Ponad 8,25-35,K,k,>8 lat,brak,43,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,12,brak,inny,2802.8,brak,5 do 8 lat,15- 25,MS,m,>8 lat,samochód,28,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,meble,865.2,brak,Ponad 8,< 15,MS,m,>8 lat,brak,54,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,24,bez problemów,inny,1866.2,brak,bezrobotny,< 15,MS,m,1-5 lat,brak,41,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,inny,1757,brak,Ponad 8,< 15,MS,m,>8 lat,brak,59,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,>$300,21,brak,używany samochód,3137.4,brak,Ponad 8,< 15,MS,m,1-5 lat,brak,48,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,36,brak,inny,1272.6,140-700,Ponad 8,< 15,MS,m,>8 lat,samochód,34,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,12,brak,inny,3346,>1400,Ponad 8,< 15,MS,m,5-8 lat,polisa,48,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,36,brak,nowy samochód,13157.2,brak,do roku,> 35,MŻW,m,>8 lat,polisa,26,brak,inne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,24,spłacone,nowy samochód,5415.2,brak,Ponad 8,< 15,K,k,1-5 lat,polisa,39,brak,inne,2- 4,specjalista/samozatr.,Uczenie
dobry,>$300,30,spłacone,meble,8335.6,brak,5 do 8 lat,15- 25,MS,m,1-5 lat,polisa,36,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,24,spłacone,meble,3609.2,700-1400,Ponad 8,25-35,MS,m,1-5 lat,polisa,32,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,24,spłacone,business,16713.2,brak,1 do 5 lat,25-35,MS,m,5-8 lat,polisa,37,brak,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,>$300,6,spłacone,inny,506.8,<140,1 do 5 lat,< 15,K,k,>8 lat,polisa,50,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
zły,>$300,18,opóźnienia,rehabilitacja,5831,brak,1 do 5 lat,25-35,MS,m,1-5 lat,polisa,34,sklep,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,48,inny bank,rehabilitacja,10759,brak,5 do 8 lat,25-35,K,k,>8 lat,polisa,35,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,business,8839.6,brak,bezrobotny,< 15,MS,m,1-5 lat,nieruchomość,25,inny bank,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,brak,24,brak,meble,5124,brak,1 do 5 lat,25-35,K,k,>8 lat,polisa,26,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,33,bez problemów,rehabilitacja,3869.6,brak,1 do 5 lat,25-35,K,k,1-5 lat,polisa,24,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,18,spłacone,nowy samochód,5390,brak,5 do 8 lat,15- 25,MS,m,Do roku,polisa,25,brak,wynajem,2- 4,wykfalifikowany,Test
zły,>$300,36,bez problemów,rehabilitacja,13400.8,brak,do roku,> 35,MR,m,Do roku,polisa,26,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,4,spłacone,meble,2104.2,brak,5 do 8 lat,25-35,MS,m,Do roku,brak,40,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,>$300,12,brak,inny,4002.6,>1400,bezrobotny,< 15,MS,m,>8 lat,nieruchomość,36,brak,wynajem,jeden,specjalista/samozatr.,Test
zły,brak,36,inny bank,używany samochód,3844.4,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,29,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,12,brak,używany samochód,991.2,brak,1 do 5 lat,25-35,MS,m,5-8 lat,samochód,36,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,12,brak,meble,4282.6,700-1400,5 do 8 lat,25-35,MR,m,>8 lat,brak,59,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
zły,debet,48,brak,meble,8331.4,brak,1 do 5 lat,25-35,K,k,1-5 lat,brak,20,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,11,spłacone,inny,5514.6,brak,1 do 5 lat,> 35,MS,m,1-5 lat,brak,38,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
